 Morbidade Hospitalar do SUS - por local de residência - Maranhão
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Mai";"2000/Set";"2000/Out";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Mai";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"210670 Mirador";-;1228,74;-;-;-;-;-;-;-;1544,43;1471,41;-;5353,89;5137,94;52158,93;54581,30;39764,18;53083,76;53885,95;44014,67;37141,90;57144,22;39159,57;56665,36;34059,35;39187,83;119631,35;68601,65;50737,74;32317,67;27599,32;33602,54;34685,11;36567,94;85344,02;49942,00;49973,79;32475,12;46391,40;40291,86;74607,87;58016,24;44685,17;63947,62;42687,30;57329,42;69846,42;55481,43;60617,80;68793,69;40955,85;43641,47;51267,10;62313,75;53216,51;45553,03;38274,47;69790,28;63573,44;54020,04;61739,30;55704,30;51085,86;50763,89;61779,88;58578,07;62104,81;80441,61;23612,51;29364,14;169954,01;66572,34;65642,59;67708,20;52426,74;54212,49;100250,23;74515,92;81890,09;49756,97;48751,50;56323,36;53304,60;53747,63;64638,05;48160,55;61741,70;74003,12;59020,76;46687,11;48169,86;57515,19;47253,71;81080,47;85402,62;50829,80;49251,33;38762,62;31548,02;35683,11;58825,74;59688,07;37306,00;39949,99;36170,08;22956,38;42448,45;94969,24;84231,82;44339,68;69334,32;78880,81;52276,31;62977,17;61981,22;48941,92;57679,66;81616,76;75017,86;65157,37;58776,36;44823,96;89843,10;62371,64;79443,27;74374,12;73529,27;114668,45;110228,33;106455,77;74491,16;70791,94;164793,30;72541,16;120255,56;80557,17;103211,50;82392,12;116981,43;134713,35;96794,96;120241,86;92716,46;93942,00;141655,89;145477,28;103931,59;86131,76;92142,14;112603,12;120069,19;135349,59;113947,25;108938,98;121669,08;70410,37;154620,52;139561,03;55538,58;154891,21;174470,26;124869,51;61464,86;146453,08;154208,19;118754,39;129923,07;93732,59;131715,40;62861,39;67030,61;54120,61;11402571,53
"210675 Miranda do Norte";-;-;-;-;-;-;-;-;-;-;1585,12;1045,32;26797,18;31645,35;26127,31;29909,87;36190,96;38904,72;89868,17;41674,86;37904,78;33699,40;64829,24;83773,69;34101,17;38667,63;62629,90;97145,03;118293,88;59202,00;96200,34;96283,90;85998,39;81520,45;98068,08;78652,65;47326,39;54375,99;62479,70;72786,51;73500,75;43574,69;46701,96;58480,86;87070,29;82138,37;67347,69;50264,20;64701,90;43456,58;56635,99;78328,15;65536,39;80228,15;54057,64;141229,39;64776,59;103930,42;59308,78;81116,16;50774,77;51783,63;79856,44;57125,02;84123,98;52394,14;49948,36;45119,27;56685,07;90074,22;47630,78;20681,11;46324,10;43305,77;48321,42;58065,87;53994,13;56291,67;61743,49;60793,47;63609,39;88206,71;110206,71;66723,99;72059,76;56468,34;45567,35;70267,47;69087,01;103435,12;67112,30;64528,91;50981,37;51125,97;62901,77;69191,44;61380,41;82502,76;67310,05;39067,22;46333,02;119018,55;89919,79;78828,61;65077,09;57637,66;96566,05;67803,85;60554,20;64066,35;88429,49;41857,58;91094,84;74254,78;57260,02;64824,08;81691,31;50477,85;76745,91;85976,61;82152,78;66819,52;121289,73;58366,80;63166,61;87682,75;79253,83;62137,27;93600,90;81660,91;100393,34;96965,83;163030,02;93405,12;72593,12;54633,30;75694,30;103033,18;97227,22;85997,64;62710,53;51400,21;80438,10;78299,52;66476,41;84283,77;108569,20;68646,67;53459,04;68307,86;73947,04;88986,27;110529,71;149766,19;62194,56;109491,64;79835,44;71030,39;86438,82;81892,76;84393,41;43735,72;171781,78;127652,15;77141,13;101884,28;78364,86;87881,65;88102,41;126745,57;49411,74;17265,55;11495429,88
"210680 Mirinzal";-;-;-;-;-;-;-;-;-;-;-;182,47;3260,61;5507,05;139001,75;21207,71;27246,89;20850,71;21072,42;16724,51;14616,14;24638,09;25834,44;26345,95;13938,53;6314,49;8589,32;4660,55;19049,15;6588,25;8428,67;15558,69;7040,90;10100,74;15504,61;24373,23;16235,91;16820,56;24780,26;18757,36;34618,47;42442,68;18567,82;22554,38;17026,71;33622,94;27464,29;36633,95;35566,18;32529,99;44918,79;33488,82;25011,31;24546,51;32249,55;19481,65;22423,98;57239,98;32581,39;40502,43;40344,53;22356,02;28629,82;60642,42;48886,96;46257,53;34959,50;53235,72;32189,54;43257,26;47059,47;33914,81;38409,64;29906,86;58445,96;43716,98;68629,77;43645,82;46039,10;48896,43;47026,40;47565,75;52415,64;54400,91;50991,37;86785,01;52172,54;54760,71;51821,77;38795,92;58770,05;57264,66;43311,46;58349,96;44755,18;49996,91;37312,66;38558,20;63558,60;55275,15;51319,01;55789,03;88520,21;71007,49;46380,32;68949,08;53393,26;46512,97;55214,41;44422,80;47756,45;66343,85;52121,20;83690,80;61718,22;104571,76;52621,53;68332,72;73763,35;67505,38;34819,08;57586,35;58974,99;38030,14;37856,07;57156,28;49238,08;36617,08;65716,39;63175,93;45824,47;61873,61;49185,82;25454,86;52579,64;70364,36;83077,55;68868,38;62777,06;67247,32;57511,69;73425,96;53768,63;59634,98;71372,55;54638,42;76104,56;56244,17;49521,75;53132,85;55393,08;52725,72;68780,70;66394,99;103022,97;26593,99;66678,02;40577,13;35363,88;29569,14;24467,77;29219,77;56365,36;45828,16;20921,34;56577,20;19891,45;80921,56;34952,44;40086,67;41570,88;44937,96;7102567,81
"210690 Monção";-;-;-;-;-;-;-;-;-;-;1721,19;7635,61;7498,92;23119,58;30627,80;26117,42;49422,80;61759,39;54104,10;47074,31;49839,46;66277,67;48232,54;39263,03;74530,35;41890,54;64675,31;44883,28;55410,64;98511,57;107973,74;52570,31;57300,30;69007,79;76641,43;72690,85;99619,22;64596,95;89214,81;78849,41;109291,72;65361,83;65008,74;67703,86;62798,34;85860,44;96291,52;138679,22;76372,78;57781,66;81480,44;87788,41;81800,34;65621,11;67388,49;31036,61;20189,09;155937,74;59301,45;111147,19;89149,35;57022,05;63789,77;47746,75;47422,48;65538,77;96784,20;101193,84;82279,98;83610,58;72098,67;46339,79;38172,12;37920,25;84588,47;110918,38;122077,96;73055,82;106495,21;90905,67;96739,65;64606,35;84715,03;144004,97;145903,76;139262,11;146524,61;99197,15;147804,30;201319,35;105453,45;102908,97;110195,09;89466,73;68406,97;43251,52;100735,96;86443,12;101438,51;88186,29;79130,43;132908,66;99655,50;118918,32;87880,07;102357,80;100076,97;109587,01;134237,80;99017,53;156224,13;136774,24;139022,18;149268,62;180028,22;122641,66;161886,66;188893,42;132069,30;96052,27;87259,09;93111,69;106926,39;125900,91;110816,21;119252,73;185935,32;95365,18;119031,03;115159,13;121998,66;116077,79;121643,44;96814,25;105988,34;108189,97;113799,15;110766,06;111861,21;93962,39;138290,11;95876,30;124382,65;124758,04;107683,18;84882,10;82616,95;73317,97;109876,92;96114,91;134907,85;119425,05;132396,01;130135,28;121977,69;103230,76;121787,55;120547,65;95359,81;93402,41;97804,57;103839,55;159714,70;128026,60;113819,76;117488,77;152966,98;156953,83;117727,93;127969,08;102987,91;24335,31;15332669,21
"210700 Montes Altos";-;-;-;-;-;-;-;-;-;-;6611,80;3759,83;4485,69;13923,96;30591,15;25175,27;16646,11;30826,53;31261,10;30619,52;37319,31;28241,75;33223,88;37101,77;36807,75;19921,30;40767,55;40025,61;54274,14;39225,32;45227,85;29612,02;33841,09;30801,34;38085,07;32318,02;15426,18;19247,84;19713,52;56073,82;37136,35;39453,10;42941,42;29041,46;29547,30;12185,66;8008,71;20191,45;70370,52;17178,96;13382,67;7905,73;28536,13;25174,10;41369,67;31234,18;7633,97;25964,08;13741,92;13056,05;13143,12;12065,08;11398,66;21918,49;25616,13;15410,47;11781,19;37513,55;42283,96;30243,75;25081,41;22152,99;26640,01;15876,74;19479,13;26394,54;29752,13;12017,03;17823,59;14064,08;45190,50;51753,37;24543,33;25584,16;36253,60;20455,16;28633,70;39549,99;39376,21;29361,32;39581,45;35284,16;19290,93;32890,63;20560,11;42080,56;51667,39;47036,97;18144,26;15864,07;16943,25;45309,95;53162,02;50341,28;32201,98;35268,34;17783,76;13229,29;30572,00;29861,26;17787,95;19931,48;18471,32;29596,87;17747,66;40561,20;35746,96;32381,86;33256,13;33681,54;38896,93;32676,40;63598,62;37875,19;60920,67;53499,43;53453,73;75246,77;78836,16;70387,07;72857,17;70561,20;56063,23;19067,37;103590,23;70242,45;74448,07;56271,60;49371,90;41750,89;73072,88;38616,28;58406,68;62273,60;31843,36;24166,41;75578,48;18663,99;22747,14;51005,42;32461,39;41318,52;38241,18;45998,75;43744,55;53763,23;54756,65;56379,27;37511,94;75378,64;39253,92;18729,74;40635,04;49838,34;73710,03;33679,62;29507,95;43619,89;63380,22;40297,44;26199,01;7948,33;5675146,51
"210710 Morros";-;-;-;-;-;-;-;-;-;3485,64;13665,39;525,67;1001,59;13565,76;13139,61;8372,22;27458,35;21990,17;27234,19;18571,77;42674,93;22226,69;33634,64;18371,21;7886,03;15907,89;42146,24;36694,01;46793,74;30248,29;37116,55;33236,77;40137,54;65015,04;43460,09;36335,28;60444,44;81618,38;71537,44;16466,94;41562,85;75052,78;43194,49;42233,05;40811,24;37563,83;32053,78;44637,74;33358,30;43619,37;42247,49;41973,29;52881,94;42763,55;62447,89;24410,65;60908,75;37213,65;62674,20;40177,10;66252,85;89646,72;82219,25;71565,40;70004,66;72069,35;80163,22;92862,23;74240,41;85986,05;127074,80;98281,30;121186,89;92838,08;93453,25;83042,25;147239,54;38773,08;86451,57;92575,08;83724,35;80577,01;59425,26;39887,71;33685,39;66593,12;78179,00;58855,53;56095,64;58050,26;45138,67;59679,77;45381,17;49887,05;78198,77;39049,56;86006,23;33020,14;44616,32;35236,74;57569,88;53167,77;70178,88;84028,16;90597,15;83168,32;37764,20;42249,34;44572,93;43882,18;54351,57;65073,11;67788,43;37250,63;48914,72;60968,10;46144,73;91449,09;76219,38;62278,75;68713,48;72382,89;48814,02;55173,25;27227,55;62669,51;100245,26;59026,63;82572,35;82838,28;61203,01;47437,27;78257,55;76076,70;52868,18;53401,08;92820,31;115361,74;95237,58;44753,38;78242,06;80063,01;88004,94;94832,49;104607,33;96049,78;51187,24;47857,23;115488,89;107394,08;104306,28;116615,25;124706,60;53825,19;94883,81;79657,20;47046,56;54355,47;103272,97;55915,04;35586,08;85185,04;75527,32;140146,61;89437,42;80678,73;68995,85;134971,20;82742,08;69319,32;56718,34;33680,46;9975959,32
"210720 Nina Rodrigues";-;-;-;-;-;-;-;-;-;-;-;-;1557,27;20407,03;15700,10;7852,43;12345,55;14008,94;15395,42;30691,71;20617,76;23950,20;20253,03;27347,88;19247,42;42808,22;33246,29;12375,70;24601,75;53422,18;34134,40;91039,24;21026,33;59928,53;35925,85;24271,56;31810,04;27616,95;26872,92;19260,13;24124,59;39776,96;32079,81;26407,70;29193,51;27617,83;33791,00;31571,49;45426,85;39204,03;38039,52;37032,73;38990,51;29351,40;34239,44;67644,49;18034,26;56795,57;56433,27;30801,54;44086,26;32237,85;23648,55;25940,53;30844,32;35020,07;21024,30;26329,20;18903,12;29151,45;34103,28;33152,86;32403,67;25583,88;40291,13;29007,27;69890,30;55506,46;36109,62;28836,69;28376,36;39651,57;42761,20;55056,61;29453,38;28310,49;26304,74;31466,38;33951,26;32279,14;44882,86;40693,04;45976,60;46333,77;49072,80;41035,90;19478,39;30028,46;29893,86;21783,54;36191,11;43640,69;17252,00;22884,67;44440,85;73048,85;31050,14;24609,99;30546,30;35625,31;26737,20;39827,78;50838,08;46257,17;36911,84;25386,13;41728,33;37651,53;139983,54;34416,72;32265,94;56514,56;67963,03;34729,47;63753,10;33909,98;29762,81;68705,64;36134,06;19073,60;27851,71;40280,00;51058,40;33799,16;64526,44;43837,97;35637,10;38214,11;75835,89;83790,82;61936,28;70759,35;53634,54;60111,76;37159,02;29645,63;39910,45;29313,62;33917,04;45927,21;37424,15;48087,61;34945,29;22263,88;34975,83;36676,36;68656,50;42518,37;44271,86;43418,34;49770,14;32023,25;55644,28;67855,71;60457,64;25387,66;37511,18;31477,50;59777,45;27746,47;34360,76;32121,56;6059491,20
"210725 Nova Colinas";-;-;-;-;-;-;-;-;-;-;739,34;-;428,87;499,74;5278,64;4595,02;8798,59;8122,76;9008,67;5913,34;3385,74;4583,40;7234,90;9154,07;5318,77;12253,44;8586,78;7897,24;7664,97;6904,57;12484,72;14770,86;4736,56;10166,39;5094,11;3811,36;12485,41;3311,67;8438,58;13789,51;15368,53;14646,97;14212,44;9949,30;12062,38;10558,78;17712,73;9597,22;11541,67;15187,00;10820,92;17365,18;9611,29;13265,24;7680,82;9068,47;9804,32;11206,02;14680,46;15444,19;10075,40;17393,52;10065,47;2062,15;4246,24;16785,45;20602,14;12835,51;14315,80;15527,93;24761,02;17063,04;9887,13;3743,30;10990,10;12240,58;18490,56;12308,74;16535,78;6032,71;13944,54;11509,15;19413,72;19489,38;11415,08;31466,51;37923,78;28478,33;54850,05;12780,15;11266,91;17784,27;2083,05;11136,73;12197,31;12316,08;25969,84;13512,28;11999,02;10749,64;32376,07;31614,04;15826,73;12484,49;10277,65;19543,45;16836,45;17234,87;11988,99;21965,30;11106,87;28169,41;18811,29;14738,26;18898,09;14139,18;14457,54;18747,94;12774,77;12843,53;23653,72;15780,69;15038,68;15476,04;14024,17;15335,97;19732,17;19654,40;19018,19;33456,29;27273,25;15124,39;15164,24;13312,99;19186,44;11733,95;15517,73;13536,38;16203,14;15520,69;27477,97;20965,19;27343,54;24251,55;36380,90;27698,74;16946,00;8990,03;21482,88;24130,97;17093,58;27590,94;19964,19;20217,96;16126,30;22531,41;17158,98;20540,20;23306,35;17597,21;39420,06;28878,22;29995,17;16604,64;24406,65;10442,25;7989,13;5847,53;8707,36;19489,64;36112,34;16341,15;2472097,81
"210730 Nova Iorque";-;-;-;-;-;-;-;-;-;-;-;421,09;-;1811,84;1886,20;4051,25;7469,56;2908,24;4566,86;6094,47;9976,94;18063,35;4028,15;5972,57;6460,72;5342,10;4065,69;3447,22;7022,67;5754,38;5456,98;8287,42;10760,93;3965,37;9256,67;10248,30;5045,99;9848,84;11064,37;7425,84;5428,76;5355,48;3590,97;14732,13;4006,31;3861,08;4284,19;4090,27;2233,07;7837,09;1115,20;3679,39;4924,11;6489,08;3978,18;7479,73;4759,78;8293,32;8258,85;2067,19;2729,14;3329,30;4671,00;4112,50;3917,74;3815,06;3351,44;6350,96;4218,45;15436,31;3238,74;4028,26;5850,03;7890,42;13868,78;3021,13;9394,88;4820,52;4983,63;22180,95;13166,44;16790,01;5204,31;4612,79;1926,42;3827,08;18772,76;3362,58;4418,71;4128,83;3618,53;3120,35;6141,77;12892,69;2951,37;9448,92;31296,46;30640,52;22245,92;14838,24;4885,79;3651,99;5312,63;1331,39;18792,91;3089,45;8084,12;8719,76;2648,10;16356,47;15348,56;9606,46;4513,04;5118,18;5142,16;7897,76;6930,30;7286,46;3960,96;7756,77;6264,45;18990,13;4806,06;4381,76;5174,25;5167,98;4878,95;5823,80;13673,98;4798,54;6063,07;16974,27;23473,73;26031,26;32697,85;12741,18;12860,84;33369,09;8908,43;14423,03;28348,73;9558,01;5865,99;7768,34;13306,65;6191,48;9344,67;5851,64;5994,66;8841,53;10795,73;9006,09;7829,62;4527,90;9585,02;2819,77;21568,88;7072,46;27415,21;4483,07;6856,04;2634,56;7237,01;3296,39;4840,86;8279,82;4332,74;11424,51;12642,82;9326,03;13023,08;5028,05;1334815,40
"210735 Nova Olinda do Maranhão";-;-;-;-;-;-;-;-;-;1166,39;1716,10;618,69;3296,38;18417,09;80039,92;21254,57;16108,64;39772,14;43792,30;44456,82;28120,26;24288,45;35861,22;62142,41;19505,10;43677,34;26165,13;14779,00;29450,48;20102,50;29130,52;11632,50;29331,14;22648,33;30492,94;48411,36;27924,28;22204,78;28514,28;28398,56;37356,33;25315,04;19982,65;26955,35;43159,59;34983,68;24503,42;19095,23;19528,79;27725,40;33907,12;49925,19;51331,14;33441,06;31024,20;32995,21;26672,68;29549,16;29448,95;23428,92;40831,80;57727,98;33638,99;43314,99;33636,24;39546,66;21691,55;47175,25;72432,79;53634,37;46629,05;64085,02;48442,97;57295,43;67627,60;38954,25;60143,62;42877,61;70953,63;35518,54;32795,15;30860,85;35327,77;50154,12;30148,74;49622,36;33006,88;62834,24;57483,91;74729,77;59867,51;71174,71;55658,13;78471,93;43599,34;39303,38;62006,17;53333,08;112669,02;51773,93;75598,69;65137,89;89763,49;40365,87;51686,78;89989,93;32750,39;93763,43;61736,51;32056,51;44831,86;61211,32;39083,74;43684,09;45501,18;54765,59;52147,23;66836,82;45247,60;34590,57;31454,55;39627,30;27232,96;33682,76;52218,31;40019,67;21836,79;28635,14;68135,34;74953,95;102337,58;66988,10;29488,37;94593,84;95709,67;71517,50;111320,97;84978,95;90522,50;88086,55;78103,12;66585,53;102221,55;78524,86;102031,06;74955,42;108010,13;82782,00;67142,82;118646,84;64885,22;97012,45;81916,16;108727,93;85844,47;60634,48;83023,45;85167,21;99489,21;67789,20;84134,71;69771,07;83018,86;65390,08;100694,00;104397,68;102017,83;61581,29;43994,32;45422,64;57956,92;39306,59;8479997,45
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;-;-;-;-;-;322,89;3884,09;4636,09;81237,06;15561,47;13271,77;22929,28;18061,60;17903,56;13897,01;40109,30;51475,76;17678,18;42378,11;14822,90;23130,03;14216,70;28799,14;13322,40;93798,30;30489,25;93904,01;35327,39;66687,80;23393,25;22334,70;128143,12;64999,02;73755,85;87628,34;39480,40;71552,40;81845,17;69648,32;50661,34;73558,34;28566,14;54409,73;48289,48;103354,27;51676,48;48895,89;83756,84;49228,02;56293,32;51479,76;66987,66;60419,00;77394,15;91754,63;81094,62;77332,83;78978,14;73930,98;78192,19;86459,97;71108,18;93969,29;82873,77;31725,95;98341,71;96583,17;76416,20;103398,89;84341,24;46798,77;88542,80;112189,18;78895,60;73569,02;79257,03;81481,90;79391,42;53075,17;79490,11;67461,54;39835,06;46971,43;92710,71;62953,77;59407,38;50880,40;76211,00;55531,07;61941,51;34969,82;43564,78;60443,68;65640,92;76057,14;61329,55;76205,08;111062,58;69233,15;139663,89;72708,79;106871,22;101184,61;95989,32;110127,75;125884,56;125090,51;104637,09;70003,08;89854,44;82560,43;109222,35;133004,38;92731,13;91408,39;95003,20;121749,48;80635,71;112251,04;72442,50;96842,71;108925,53;161416,96;53728,66;80120,97;118282,23;108108,18;74898,06;90161,90;72879,52;99129,38;70179,51;134400,52;120876,95;99756,22;85758,91;77983,69;59700,74;132807,54;119788,01;120728,95;70976,49;163267,37;104383,46;105311,78;68092,08;43405,20;110966,45;66987,79;47853,28;46087,40;22711,64;102447,46;124605,52;66273,85;56172,47;50134,65;84333,83;135258,71;106428,35;90576,17;94930,04;78291,05;67221,71;55974,05;10998,61;11810386,83
"210745 Olinda Nova do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;2418,04;2035,97;13784,91;25080,14;19556,50;12998,84;18115,28;18922,79;20845,62;17784,19;21519,02;28332,26;31044,30;33788,19;30394,04;18410,69;39093,85;23057,28;36168,88;21356,04;27492,10;19674,50;25259,52;33518,66;36940,68;26183,36;17045,00;43285,94;55117,99;27608,59;31531,58;21194,15;36034,33;38423,38;28429,24;30992,36;33362,81;23451,34;58549,55;38821,78;31004,89;37225,45;46444,24;30075,88;41182,38;33574,56;39045,72;32653,98;43720,11;30997,10;40078,29;34685,72;33377,08;52344,07;39883,91;37234,57;31203,94;30284,19;25444,65;25940,93;12313,96;32523,07;56169,04;85932,72;39157,52;43608,87;54286,06;28882,08;40910,05;17154,46;27999,63;25948,06;36799,44;38372,31;66087,66;45206,74;58055,95;50036,81;39093,65;29730,91;32286,11;29423,78;37001,22;28737,29;30214,41;40199,47;7524,76;34630,21;47431,35;50095,72;42849,62;48461,49;74992,45;43542,34;35375,56;34851,04;56776,66;46169,55;57529,87;58117,79;36892,08;43904,25;56281,96;25644,88;44965,65;55185,97;56360,67;35199,67;40833,07;40114,97;81962,74;66285,84;63386,51;70670,29;67004,75;74966,85;42174,29;51950,38;54778,78;84111,60;52318,15;42981,37;65922,70;74396,66;47604,04;45832,92;58568,27;48529,23;45229,39;63471,59;72151,62;48214,52;45270,29;49628,28;66427,17;57160,98;64514,04;83918,04;47203,68;47402,14;93549,23;48300,75;61528,93;50878,86;39302,85;66174,33;68829,00;43223,65;41333,90;52161,23;107222,60;71906,46;75244,44;63063,22;40585,81;71734,85;93100,20;79074,43;35257,99;3791,57;6894189,61
"210750 Paço do Lumiar";-;-;-;-;-;-;-;-;-;5557,70;22263,42;27578,35;130820,05;219224,12;327309,41;170688,75;235662,42;201645,72;215433,07;272041,37;303521,62;294154,74;348114,61;374338,28;293246,96;294892,02;362346,56;223937,16;315806,75;389732,49;311973,42;253481,23;400344,34;336357,66;293481,68;333492,41;369944,91;278447,70;341585,56;332683,57;437469,58;370035,60;386198,40;345760,77;328247,55;448986,65;426609,61;363895,85;428112,58;366609,52;353163,31;479000,84;328073,18;406511,90;355405,82;363681,59;387467,38;377638,30;400207,06;383024,59;388161,85;324844,49;353197,13;354584,81;378866,23;442367,10;429058,93;447978,73;458290,13;429908,87;379145,99;412978,18;406064,79;424323,98;397259,24;454245,25;422865,48;543241,51;448206,43;413218,14;426548,54;353222,54;419565,09;480152,18;672886,66;492863,44;481112,79;485304,46;505066,40;501336,24;552882,21;547403,00;570305,50;510066,45;590724,86;502038,36;503183,73;467792,12;565885,30;426623,39;434261,30;515009,31;528508,47;554024,04;640702,57;604971,83;621576,71;545299,27;468840,41;431270,93;451659,24;524681,33;666610,54;523566,30;644987,87;539726,24;564269,55;546225,13;536774,18;644679,95;479431,10;408455,51;489618,27;514552,51;559473,39;618042,52;529180,42;515918,16;701351,41;656859,58;601100,26;614096,19;592351,70;617695,00;648190,70;615322,70;708692,22;541334,58;538864,19;485546,59;546611,88;609419,90;611592,96;702401,65;598336,98;499883,85;626726,62;471690,40;656688,46;519141,71;760454,00;647957,98;659130,32;657735,91;717117,02;677310,17;793286,44;795459,14;877703,50;816531,84;761765,66;678608,28;1059895,80;641120,15;696255,22;636012,61;597323,49;731729,93;754071,31;563356,34;403373,03;250654,41;77823047,78
"210760 Palmeirândia";-;-;-;-;-;-;-;295,36;-;-;578,69;7595,52;105,67;11682,07;8730,56;30360,51;38580,78;53323,40;67955,77;56015,52;40581,25;50452,71;59227,61;52622,87;49404,24;29460,72;46013,35;64802,35;62651,82;61635,28;55539,65;51779,50;43132,67;49219,86;64519,79;60138,32;59076,99;28120,26;47697,10;43403,06;56783,96;48769,39;47446,75;30248,35;40661,46;41184,75;41293,46;44393,29;60046,26;53769,28;30838,08;44271,20;32961,69;34074,03;54612,04;37357,37;38132,07;43579,28;57803,86;80479,05;58530,79;45478,73;35713,83;47075,20;50852,13;44933,17;61429,07;68120,59;69103,33;99930,87;60966,07;48993,62;8626,77;21427,08;36889,62;48168,36;87326,30;63832,03;63013,35;64041,04;105418,26;61124,98;55595,53;70068,43;41104,82;46579,50;50126,61;55736,24;49379,56;16567,72;50406,86;36321,72;33524,86;43751,31;38090,97;65187,81;78014,74;59949,42;53356,41;45906,78;60228,06;44867,53;47051,41;77442,43;81914,09;60646,08;38993,20;58357,77;67893,65;49322,08;82191,20;50938,98;90882,42;66019,59;76535,07;74808,73;59086,36;56714,63;63517,66;66646,06;59633,67;52553,84;144342,48;78166,94;74390,79;60524,94;86457,85;56518,34;69800,37;98095,19;63296,06;68854,21;108132,54;88364,28;100082,33;45756,68;50560,37;100358,24;88172,93;68326,76;63793,31;68672,37;67197,75;74335,59;80220,34;65315,85;81664,45;54615,32;56787,50;77973,45;89257,62;52634,82;68377,04;66885,38;96120,58;99216,29;52475,61;77167,09;108387,94;117526,71;46615,57;22604,98;40425,23;41642,45;39197,00;82436,87;112447,57;121537,45;42822,01;39033,99;36256,74;45223,72;9379387,75
